item_id,small_description,long_description,category,merch_class,channel_restriction,barcode,brand_name,age_restriction,primary_image,alternate_image,base_url
79503839,Gigantosaurus The Game - Ninte,"Explore and race across the prehistoric world of Gigantosaurus. This Disney dino tale is part saving the world, part super race, and all giant fun! <br /><br />Rocky, Tiny, Mazu and Bill have scary problems – like the meteor that’s blocked up Giganto’s volcano! Only you and your dino friends can dare to solve puzzles and save the day – but you might need Giganto’s powers too! And the end of each story is the start of a super rally to the next zone. Will you be the most roarsome adventurer or the fastest racer?",APPAREL,0,MULTI-CHANNEL,79503839284025,Nintendo,0,GUEST_4cb88769-f69c-4b49-ac3d-aaf2202f0e87,GUEST_1d40ec80-d0ec-4440-8b94-b688347bc692,https://imagetarget.com/image/Target/
54498963,Astral Chain - Nintendo Switch,"ASTRAL CHAIN, a brand new action game from PlatinumGames!<br /><br />The few survivors of a massive global disaster gather together in a futuristic megacity. Now it’s your job to protect them against otherworldly invaders–but you’re not alone as a member of a special police task force equipped with sentient armaments called Legions. In this brand-new action game from PlatinumGames, control the protagonist and a Legion simultaneously to chain stylish combos. Change Legions on the fly to vary your style and unleash a variety of abilities. The last remnants of humanity depend on you, and to save the world, you must investigate its dark side. Explore a near-future cyberpunk metropolis, solving crimes and seeing how the last remnants of humanity struggle to survive. As you save the world from extradimensional invaders called chimeras, you’ll also interact with citizens, question suspects, and team up with members of your task force to solve cases. Utilizing the abilities of Legions will be necessary in these investigations; you may need to track the scent of a missing person or subdue aggressive criminals! Beyond this last land left to humanity lies the Astral Plane, the alternate dimension from which the chimeras invade. As you explore its labyrinthine corridors, you must use your Legions to solve environmental puzzles and expose the secrets of this strange realm.<br />",APPAREL,0,MULTI-CHANNEL,54498963284025,Nintendo,0,GUEST_493621bd-cbcd-4678-847b-cbc576dc94c3,GUEST_5a938715-87d1-4f73-b3cc-d039b32ecfaa,https://imagetarget.com/image/Target/
52428550,Cars 3: Driven to Win - Ninten,"Start your engines and gear up for an all-new action-packed adventure in Cars 3: Driven to Win inspired by Disney-Pixar's film, Cars 3. Join Lightning McQueen and Cruz Ramirez as they prepare for a rematch against rival racer Jackson Storm.<br /><br />Master your driving skills for the ultimate world-class, competitive racing experience. Dive in and play with over 20 customizable characters including the beloved Lightning McQueen, Jackson Storm, along with Cruz Ramirez and the next generation of racers. Cruise through over 20 tracks set in iconic locations from the film such as Radiator Springs and Florida International Speedway.<br /><br />On the road to becoming a Hall of Fame Driver, training and skill will give you an edge in a race that anyone can win.",APPAREL,0,MULTI-CHANNEL,52428550284025,Warner Bros.,0,GUEST_f3dd511d-4470-4fdf-9f83-d0ca6c9e5576,GUEST_56989d5c-b438-41d8-b28a-028e2f567c26,https://imagetarget.com/image/Target/
54234515,MLB The Show 19 - PlayStation ,"The Show is back! MLB® The Show™ 19 brings you the best of baseball. Play America’s pastime your way, with new game modes, expanded team building and player customization, and an extensive personalized RPG experience. Create your own player and rise through the MLB ranks or play against others as baseball’s greatest stars and legends. Fierce online competition*, exciting RPG action, lightning fast gameplay––The Show 19 has it all.  <br /><br />This is more than baseball. Welcome to The Show.<br />",APPAREL,0,MULTI-CHANNEL,54234515284025,PlayStation,0,GUEST_b487ff10-4d8a-4b9a-85cb-3b48bdf18074,GUEST_2bfda2a4-2cc6-44df-8875-e9155cae5e95,https://imagetarget.com/image/Target/
53742057,Doom: Eternal - PlayStation 4,"Developed by id Software, DOOM® Eternal™ is the direct sequel to DOOM®, winner of The Game Awards’ Best Action Game of 2016. Experience the ultimate combination of speed and power as you rip-and-tear your way across dimensions with the next leap in push-forward, first-person combat. Powered by idTech 7 and set to an all-new pulse-pounding soundtrack composed by Mick Gordon, DOOM Eternal puts you in control of the unstoppable DOOM Slayer as you blow apart new and classic demons with powerful weapons in unbelievable and never-before-seen worlds.<br /><br />As the DOOM Slayer, you return to find Earth has suffered a demonic invasion. Raze Hell and discover the Slayer’s origins and his enduring mission to rip and tear…until it is done.<br /><br />FEATURES:  <br />Slayer Threat Level at Maximum<br />Gain access to the latest demon-killing tech with the DOOM Slayer’s advanced Praetor Suit, including a shoulder-mounted flamethrower and the retractable wrist-mounted DOOM Blade. Upgraded guns and mods, such as the Super Shotgun’s new distance-closing Meat Hook attachment, and abilities like the Double Dash make you faster, stronger, and more versatile than ever. <br /><br />Unholy Trinity<br />You can’t kill demons when you’re dead, and you can’t stay alive without resources. Take what you need from your enemies: Glory kill for extra health, incinerate for armor, and chainsaw demons to stock up on ammo. These tools are the key to your survival and becoming the ultimate demon-slayer.  <br /><br />A New Class of (Destructible) Demon<br />Obliterate more demons than ever before, each with unique attacks and abilities. Fan-favorite classics such as the Pain Elemental, Archvile, and Arachnotron make their return, while a horde of totally-new demons join the roster including the DOOM Hunter, Marauder, and the Gladiator. Rip apart your favorite demons to the core with DOOM Eternal’s “destructible demons” system and take your power fantasy to new levels. <br /><br />Enter BATTLEMODE<br />BATTLEMODE is the new 2 versus 1 multiplayer experience built from the ground up at id Software. A fully-armed DOOM Slayer faces off against two player-controlled demons, duking it in a best-of-five round match of intense first-person combat. BATTLEMODE launches with 6 handcrafted maps and 5 playable demons – the Marauder, Archvile, Revenant, Mancubus and Pain Elemental.",APPAREL,0,MULTI-CHANNEL,53742057284025,Bethesda,0,GUEST_fcc95873-58f0-43c5-8516-2070b258aafa,GUEST_aed61762-421f-418d-9216-12e8d758c9e1,https://imagetarget.com/image/Target/
77471099,Super Monkey Ball: Banana Blit,"Roll toward time-bound goals in Super Monkey Ball: Banana Blitz HD for Nintendo Switch. Over 100 stages provide challenging courses for collecting bananas stolen by Captain Crabuchin, and 10 party games provide fun competitions with friends. Test your speed on time attack mode and join a decathlon to participate in the online leaderboards of Super Monkey Ball: Banana Blitz HD.",APPAREL,0,MULTI-CHANNEL,77471099284025,Nintendo,0,GUEST_ef1f0053-3652-4633-bbc2-2b84f7e87cc0,GUEST_5633f250-aadb-49f5-8e0f-507cea716e57,https://imagetarget.com/image/Target/
78857526,Minecraft - PlayStation 4,"Minecraft is a game about placing blocks and going on adventures. Build anything you can imagine with unlimited resources in Creative mode, or go on grand expeditions in Survival, journeying across mysterious lands and into the depths of your own infinite worlds. Will you hide from monsters or craft tools, armor and weapons to fight back? No need to go alone! Share the adventure with friends in split-screen multiplayer and online!**<br />With constant updates and community creations, Minecraft is bigger, better and more beautiful than ever before. Explore amazing player-made maps, thrilling minigames and more! Band together with friends playing on phone, Windows 10 or console, set up your own online world with Realms*, or join one of the massive player-run servers! There are so many ways to play!<br /><br />*Realms requires paid subscription (sold separately).<br />**Online multiplayer requires an active PS Plus membership.<br />",APPAREL,0,MULTI-CHANNEL,78857526284025,PlayStation,0,GUEST_51912071-93e6-41e7-8d89-01412dbfefc0,GUEST_2f1fa10e-0268-4a33-b178-e61385bda7c5,https://imagetarget.com/image/Target/
54004727,Devil May Cry 5 - PlayStation ,"A brand new entry in the legendary over-the-top action series comes to Xbox One, PlayStation 4, and PC on March 8,2019, complete with its signature blend of high-octane stylized action and otherworldly and original characters the series is known f or. Director Hideaki Itsuno and the core team have reunited to create the most over the top, technically advanced, utterly insane action experience of this generation. Years have passed since the legions of hell have set foot in this world, but now a new demonic invasion has begun, and humanity's last hope will rest in the hands of three lone demon hunters, each offering a radically different play style. United by fate and a thirst for vengeance, these demon hunters will have to face their demons in the hope to survive.<br />Features<br />- Legendary action series returns - The 16 million unit selling series is back with original Director Hideaki Itsuno at the helm of development.<br />- A battle of good and evil - A demonic invasion begins with the seeds of a ""demon tree"" taking root in Red Grave City. This hellish incursion attracts the attention of the young demon hunter, Nero, an ally of Dante who now finds himself without his demonic arm, the source of much of his power. The supernatural family drama also continues as Dante, the Son of Sparda, seeks revenge for his brother's corruption and mother's murder.<br />- High octane stylized action - Featuring three playable characters each with a radically different stylish combat play style as they take on the city overrun with demons.<br />- Groundbreaking graphics - Developed with Capcom's in-house proprietary RE engine, the series continues to achieve new heights in fidelity with graphics that utilize photorealistic character designs and stunning lighting and environmental effects.<br />- Take down the demonic invasion - Battle against epic bosses in adrenaline fueled fights across the over-run Red Grave City.<br />- Demon hunter - Nero, one of the series main protagonists and a young demon hunter who has the blood of Sparda, heads to Red Grave City to face the hellish onslaught of demons, with weapons craftswoman and new partner-in-crime, Nico.",APPAREL,0,MULTI-CHANNEL,54004727284025,Sony,0,GUEST_110edd15-afe6-49e8-b8b3-41341391fb3b,GUEST_4733fd3e-6b6a-4f1f-b1ba-fb7cfa32f026,https://imagetarget.com/image/Target/
53797889,American Ninja Warrior Challen,"Experience the trill of being an American Ninja Warrior from the comfront of your own home! Jump, Swing, Balance and Sprint your way to Victory! Race the clock and your friends in this intuitive and addictive game through a variety of frantic obstacle courses. Those who successfully complete the city courses move on to the finals where they face a stunning four-stage course modeled after the famed Mt. Midoriyama course in Japan.",APPAREL,0,MULTI-CHANNEL,53797889284025,Solutions 2 Go,0,GUEST_16552caa-5102-410c-bded-66ee8e70f82c,GUEST_4269e54e-4afa-4982-8111-898ef573e1c4,https://imagetarget.com/image/Target/
76628585,Jumanji: The Video Game - Play,"Unite in adventure and laughter in the action-packed game of Jumanji, as you try to survive the ultimate challenge for those seeking to leave their world behind! Only you and three teammates can recover the JEWELS and save Jumanji. Get online, gather friends for split-screen play, or go alone with AI companions. There's an army of evil marauders to take on, deadly beasts and traps to dodge, and cool customizations to unlock. With heroes Dr. Bravestone, Ruby, Mouse, and Prof. Oberon as your avatars, you know you've got the unique abilities - and hilarious failings - to save the day!<br /><br />Key Features:<br />- Return to the jungle - Play as movie heroes Dr. Bravestone, Ruby, Mouse, and Prof. Shelley in a hilarious new 3D action adventure<br />- Team up - In online or split-screen modes, work together with up to three friends or AI teammates to defeat enemies, survive deadly traps, and save the world <br />- Dangerous locations - The world of Jumanji gets bigger with beautiful but deadly new mountain, city and jungle environments<br />- Endless adventure - As you hone your skills and strategies, and unlock new outfits and weapon styles, no two rounds of Jumanji are ever the same!",APPAREL,0,MULTI-CHANNEL,76628585284025,Sony,0,GUEST_f2f33578-c4de-4f91-9d84-34b4a704137d,GUEST_5dabc414-65cb-4ce7-96c1-b72bd5a96d38,https://imagetarget.com/image/Target/
79521235,The Outer Worlds - Nintendo Sw,"The 2019 award winning RPG is now coming to Nintendo Switch. The Outer Worlds is a new single-player first-person sci-fi RPG from Obsidian Entertainment and Private Division. In The Outer Worlds, you awake from hibernation on a colonist ship that was lost in transit to Halcyon, the furthest colony from Earth located at the edge of the galaxy, only to find yourself in the midst of a deep conspiracy threatening to destroy it. As you explore the furthest reaches of space and encounter various factions, all vying for power, the character you decide to become will determine how this player-driven story unfolds. In the corporate equation for the colony, you are the unplanned variable.",APPAREL,0,MULTI-CHANNEL,79521235284025,Private Division,0,GUEST_b0c76fb9-c108-4ab8-b1fb-fa3e51671306,GUEST_fad6d3d1-c513-405f-95e8-92977277244b,https://imagetarget.com/image/Target/
54136584,Yoshi's Crafted World - Ninten,"Jump into a new Yoshi adventure in a world made of everyday objects-like boxes and paper cups! As Yoshi, you'll leap up high, gulp down enemies, and set out on a treasure hunt to find all the different collectables. On the flip side, stages can be played backwards, providing new perspectives to explore and new ways to locate some of the more craftily hidden items!<br /><br />It all started when Kamek and Baby Bowser set out to steal a gem-set stone. Legend has it that this fabled artifact can grant the bearer their wildest dreams! But when the artifact's gems are sent flying, it falls upon Yoshi and friends to find them. Luckily, saving the day can be cooperative and challenging. Pass a Joy-Con controller to a friend to team up as fellow Yoshis. Also, Mellow mode gives Yoshi wings for a breezier experience, which may come in handy! Finding all the flowers, coins, and Poochy Pups is no small feat! For extra protection, suit up in one of the handicraft costumes you can unlock in-game!",APPAREL,0,MULTI-CHANNEL,54136584284025,Nintendo,0,GUEST_c6cfa1ff-82dd-4eaa-b688-f5fde94326c5,GUEST_40476e49-d949-4989-9fde-648235e588c0,https://imagetarget.com/image/Target/
52473246,Uncharted: The Lost Legacy - P,"From award-winning developer Naughty Dogcomes a brand new UNCHARTED game, starring Chloe Frazer.<br>In order to recover ancient artifact and keep it out of the hands of a ruthless warmonger, Chloe must enlist the aid of renowned mercenary Nadine Rossand venture to India's Western Ghatsto locate the Golden Tuskof Ganesh.In Chloe's greatest journey yet, she must confront her past and decide what she's willing to sacrifice to forge her own legacy.<br>Includes access to UNCHARTED 4: A Thief's End Multiplayer and Survival modes. Online multiplayer on PS4 requires a PlayStationPlus membership, sold separately.<br>* In addition, instantly unlock the Uncharted 4 Multiplayer Bundle to boost your multiplayer career with access to all the core unlocks* ($9 value): <br>* 14 Weapons<br>* 15 Boosters<br>* 3 Mysticals<br>* 3pc of Gear<br>* 2 Sidekicks <br>* 7 Additional Loadout Points<br>*Does not include Hero Weapons or mods for Long Guns, Pistols, Sidekicks, or Mysticals.<br><br>Owners of UNCHARTED 4: A Thief's End Digital Deluxe Edition, UNCHARTED 4: A Thief's End Triple Pack, and UNCHARTED 4: A Thief's End Explorer's Pack will receive UNCHARTED: The Lost Legacy as a download at launch.",APPAREL,0,MULTI-CHANNEL,52473246284025,Sony,0,GUEST_b86d93d5-5204-4199-9aaa-da76cc6fb61f,GUEST_0d32988f-0462-4280-844f-ce04bb70fe7f,https://imagetarget.com/image/Target/
79797177,Bioshock: The Collection - Nin,"Experience the unforgettable worlds and monumental stories of the award-winning BioShock series with BioShock: The Collection. Journey to the cities of Rapture and Columbia across BioShock Remastered, BioShock 2 Remastered, and BioShock Infinite: The Complete Edition, including all single-player add-on content. Fight for your life and outsmart your enemies, be it deep beneath the waves or high above the clouds.<br /><br />Includes:<br />• BioShock Remastered: Explore the undersea city of Rapture, a haven for society's greatest minds that has devolved into a dystopian nightmare wrought by one man's hubris.<br /><br />• BioShock 2 Remastered: See Rapture through the eyes of Subject Delta, a fearsome Big Daddy prototype on a life-or-death mission to rescue his missing Little Sister.<br /><br />• BioShock Infinite: The Complete Edition: Indebted to the wrong people, private investigator Booker DeWitt must take on an impossible task: travel to a flying city above the clouds, and rescue a woman named Elizabeth.<br /><br />© 2002-2020 Take-Two Interactive Software, Inc. All rights reserved. Developed by 2K Boston and 2K Australia. BioShock, 2K, 2K Boston, 2K Australia,  and respective logos are all trademarks and/or registered trademarks of Take-Two Interactive Software, Inc. Unreal® is a registered trademark of Epic Games, Inc. Unreal® Engine. Copyright 1998-2020, Epic Games, Inc. All rights reserved. BioShock uses Havok®, Copyright 1999-2020 Havok.com, Inc. (and its Licensors). All Rights Reserved. See www.havok.com for details. Uses Bink Video. Copyright © 1997- 2020 by RAD Game Tools Inc. All rights reserved. All other marks and trademarks are the property of their respective owners. All rights reserved. <br />The content of this videogame is purely fictional, is not intended to represent or depict any actual event, person, or entity, and any such similarities are purely coincidental. The makers and publishers of this videogame do not in any way endorse, condone, or encourage engaging in any conduct depicted in this videogame.<br />",APPAREL,0,MULTI-CHANNEL,79797177284025,2K Games,0,GUEST_d5f89796-8b0e-49f9-9a3f-242903b244db,GUEST_a3b87141-6eae-4357-af25-015d020e90c0,https://imagetarget.com/image/Target/
79503823,My Hero One&#39;s Justice 2 - ,"Bring out your hidden quirks in MY HERO ONE'S JUSTICE 2. An array of 40 playable characters lets you assemble a unique team of fighters, so you can unleash devastating combos that help boost your Ultra Plus meter. Based on the hit anime series, MY HERO ONE'S JUSTICE 2 lets fans reenact epic battles between their favorite heroes and villains.<br /><br />The battle for justice continues, but this time the fight gets bigger, worse, and quirkier in MY HERO ONE'S JUSTICE 2.<br /><br />Based on the hit anime series, all of your favorite characters return in this 3D arena fighter that pits heroes and villains in the ultimate test for righteousness.<br /><br />Play through the anime, and experience memorable fights as you relive iconic scenes.<br /><br />Pick up after the finish of MY HERO ONE'S JUSTICE, and see what happens to Deku and the class at U.A.<br /><br />The cast from MY HERO ONE'S JUSTICE are back, and they're now joined by newly added characters from the series.<br /><br />With 40 playable characters, build your dream team with your favorite hero or villain. Fight to build up your Plus Ultra meter, and pull off quirks in special combos that go beyond.",APPAREL,0,MULTI-CHANNEL,79503823284025,Nintendo,0,GUEST_f16034b3-350e-4445-b7de-dec6a51135e0,GUEST_3002e412-a3f6-4c2e-9270-fdfdac46b140,https://imagetarget.com/image/Target/
53916175,America's Greatest Game Shows:,"Enjoy an authentic TV show experience with America's Greatest Game Shows: Wheel of Fortune & Jeopardy! Play anytime, anywhere. Perfect for a family-friendly game night - or challenge yourself against players around the world online.<br>",APPAREL,0,MULTI-CHANNEL,53916175284025,Ubisoft,0,GUEST_9712b243-43a5-4550-847d-7ca95cad7537,GUEST_9712b243-43a5-4550-847d-7ca95cad7537,https://imagetarget.com/image/Target/
53958571,Tom Clancy's: The Division 2 -,"PRODUCT DESCRIPTIONS:<br>The fate of the free world is on the line in Tom Clancy's The Division 2. Lead a team of elite agents into a post-pandemic Washington, DC, to restore order and prevent the collapse of the city. <br><br>PRE-ORDER OFFER:<br>Pre-order now to get the Capitol Defender Pack, including the Exotic SPAS-12 Shotgun and Hazmat 2.0 Outfit.",APPAREL,0,MULTI-CHANNEL,53958571284025,Xbox,0,GUEST_1837ab59-68c9-4acd-b71d-0bdfbe1b4ccd,GUEST_fd011350-890a-4a8a-8c62-f666812c8e29,https://imagetarget.com/image/Target/
17486598,LEGO Marvel&#39;s Avengers - P,"Computer gaming just got a whole lot more awesome now that the uber-exciting LEGO Marvel's Avengers (PlayStation 4) has come along. In this day and age, video gaming has gone way beyond the passing fad it used to be - think corner arcades from the early 1970s. Video games are now an intrinsic part of everyday life all over the world and guess what, studies show they're good for you too. Yeah, you heard that right. Computer games help boost memory, increase coordination, improve cognitive thinking, sharpen decision making skills, and reduce stress. Oh, and they're super-fun too. Game on!",APPAREL,0,MULTI-CHANNEL,17486598284025,Sony,0,GUEST_9b3da3c5-ea0b-4f60-98eb-f0c35bd7d74d,GUEST_a3b7d6bf-6782-4ab7-afdc-a6ea6382caa4,https://imagetarget.com/image/Target/
53711565,Grand Theft Auto V: Premium Ed,"Become the boss of all Los Santos in Grand Theft Auto V: Premium Edition for Xbox One. With this complete edition of GTA V, you gain access to the standard story mode, Grand Theft Auto Online, the Criminal Enterprise Starter Pack, Launch Your Criminal Empire, a fleet of new vehicles and plenty of new weapons, clothing and tattoos for an immersive experience you will never forget. Play as Michael Townley, Trevor Philips and Brad Snider as you partake in robbery, heists, fraud and other crimes. With immersive open-world gameplay, you can explore everything Los Santos has to offer and make it your own.",APPAREL,0,MULTI-CHANNEL,53711565284025,Take-Two Interactive,0,GUEST_dac72c06-1562-40d3-b528-ee06afb98449,GUEST_f7bf2558-6b0f-41a4-8569-d1b8b3eb8024,https://imagetarget.com/image/Target/
52650110,LEGO Worlds - Nintendo Switch,"LEGO® Worlds is coming to the Nintendo Switch this September! LEGO® Worlds is a galaxy of imaginative Worlds made entirely of LEGO bricks where players can explore, discover and create together. Buy LEGO Worlds on Switch and get access to two themed DLC packs for free: Classic Space and one more that releases later this year! Blast off with astronauts, explore the Moon Biome in awesome space vehicles, and build new items, structures and more inspired by your favorite LEGO Space playsets with the Classic Space Pack. In LEGO Worlds, anything is possible!",APPAREL,0,MULTI-CHANNEL,52650110284025,Warner Bros.,0,GUEST_250ccb52-f50d-4bf8-b79c-87ead1725e5d,GUEST_250ccb52-f50d-4bf8-b79c-87ead1725e5d,https://imagetarget.com/image/Target/
17437224,LEGO Jurassic World - PlayStat," Jurassic Park, PS4 and Legos, the secret ingredient for an
 enchanting gameplay. And the LEGO Jurassic World from PS4 weaves them
 together perfectly for an amazing game. Based on the storyline of the
 Jurassic Park franchise, this PS4 game has been modified to enhance the
 gaming experience with 5 levels for each movie in the series. You will
 get to step into the shoes of the character and be a part of the
 adventure they were. From raptors to triceratops, the game features
 around 20 dinosaur species. The best part about the game is it includes
 all the serious and famous scenes that appear in the movie. What are you
 waiting for? Enter the world of Isla Nublar and have an exciting tour of
 Jurassic Park.",APPAREL,0,MULTI-CHANNEL,17437224284025,Sony,0,GUEST_531c7f18-d60c-48ad-b33b-7bea3e1be073,GUEST_0c8ea852-1a29-476a-b45a-07f2064df0f7,https://imagetarget.com/image/Target/
54633410,Plants vs. Zombies:  Battle fo,"Welcome to Neighborville, where all is well. Except that a crazy new coniferous conflict between brain-less and botanicals is brewing! What are you gonna do – call the crops? Soil your plants? Prepare to kick some grass in a plant-on-zombie conflict that will take you to the outer edges of Neighborville and back again.",APPAREL,0,MULTI-CHANNEL,54633410284025,Electronic Arts,0,GUEST_f8541624-9ee0-465a-b415-8f98866c54e5,GUEST_f7665647-fa02-44ad-a4ea-2fd444e65e85,https://imagetarget.com/image/Target/
53693518,Team Sonic Racing - Nintendo S,"Team Sonic Racing combines the best elements of arcade and fast-paced competitive style racing as you face-off with friends in intense multiplayer racing. Race together and work together as a team by sharing power-ups and speed boosts. Take control of your racing style - Choose from 3 distinct character types and unlock game changing vehicle customization options to suit your racing style. Speed up. Gear Up - Team Racing at Sonic Speed!<br />Key Features: <br />- Online Multiplayer & Local Co-Op Modes - 12 players per race, 4 player split screen, and various offline / online race modes including Grand Prix Mode, Exhibition Mode, Time-Trial and Team Adventure Mode. <br />- Team Racing - Race as a team, win as a team. Use various team moves to assist your teammates, knock out opponents and unleash your Team Ultimate. <br />- Performance & Skin Customization - Alter the appearance and handling of your vehicle. <br />- Wisps - 14 spectacular offensive and defensive items to help overcome rival teams and get ahead! <br />- Adventure Mode - Unique story experience where players are introduced to basic game features and characters. <br />- Various Characters and Classes - 15 playable characters from across the Sonic Universe and 3 distinct character types including Speed, Technique, and Power classes.<br />",APPAREL,0,MULTI-CHANNEL,53693518284025,Nintendo,0,GUEST_02905668-379c-4e2e-938a-4ca808ee18bc,GUEST_8373982f-8d44-443b-b40f-65fd05fce9dd,https://imagetarget.com/image/Target/
78810739,LEGO Harry Potter Collection -,"<br />Immerse yourself in the wizarding world with the LEGO Harry Potter Collection. This video game lets you attend Hogwarts with Harry, Ron and Hermione from year one to year seven. Learn to cast spells from simple levitation to Unforgivable Curses as you play LEGO Harry Potter Collection for the PlayStation 4.",APPAREL,0,MULTI-CHANNEL,78810739284025,Warner Bros.,0,GUEST_63e66322-b660-4283-863c-0e33c0dc34cc,GUEST_d79e0842-d5c8-41b9-a1ad-b098029d95a2,https://imagetarget.com/image/Target/
54633508,Plants vs. Zombies: Battle for,"Welcome to Neighborville, where all is well. Except that a crazy new coniferous conflict between brain-less and botanicals is brewing! What are you gonna do – call the crops? Soil your plants? Prepare to kick some grass in a plant-on-zombie conflict that will take you to the outer edges of Neighborville and back again.",APPAREL,0,MULTI-CHANNEL,54633508284025,Electronic Arts,0,GUEST_063e4ffa-b4e1-458a-a299-ac9f9db3583d,GUEST_b795088b-1774-44fb-8d28-0f3c2383765b,https://imagetarget.com/image/Target/
54467272,Crash Team Racing: Nitro Fuele,"BEST SPORTS/RACING GAME - The Game Awards 2019<br />BEST RACING GAME OF 2019 - IGN<br />BEST RACING GAME - Brazil Game Awards 2019<br /><br />Crash is back in the driver’s seat! Get ready to go fur-throttle with Crash™ Team Racing Nitro-Fueled. It’s the authentic CTR experience plus a whole lot more, now fully-remastered and revved up to the max:<br /><br />With Crash™ Team Racing Nitro-Fueled, the stakes are high and the competition is fierce. It's the CTR you love, now kicked into the highest gear.<br /><br />INTERNET REQUIRED for Wumpa Coins, online multiplayer and other features<br /><br />Certain elements and functionality require internet connection and applicable gaming system subscription service, sold separately. Storage requirements subject to change. Mandatory updates may be required to play. In-game purchases optional. Activision makes no guarantee regarding the availability of online play or features and may modify or discontinue those at its discretion without notice. Using the software constitutes acceptance of the Software License & Service Agreement and Privacy Policy available at support.activision.com/license.<br /><br />© 2019 Activision Publishing Inc. ACTIVISION, CRASH TEAM RACING, CTR, CRASH BANDICOOT and CRASH are trademarks of Activision Publishing, Inc.",APPAREL,0,MULTI-CHANNEL,54467272284025,Activision,0,GUEST_1f4f0210-519f-4473-b240-ab661f2f5b6c,GUEST_071f1108-e0b6-4e8d-9751-782cce560cb6,https://imagetarget.com/image/Target/
14653151,Kingdom Hearts III - Xbox One,"KINGDOM HEARTS III features a mature Sora as the main protagonist who sets forth on an adventure with Mickey, Donald and Goofy through new and legendary Disney worlds. KINGDOM HEARTS III will make full use of next generation console technologies to showcase a stunning universe packed full of worlds based on Disney properties. Believing light and darkness must remain in balance, Master Xehanort seeks to spark war against the ‘tyranny of light’ to restore equilibrium. In an effort to undermine Xehanort’s plot, Sora, Donald and Goofy search for seven guardians of light and the “Key to Return Hearts,” while King Mickey and Riku search for previous Keyblade wielders.",APPAREL,0,MULTI-CHANNEL,14653151284025,Microsoft,0,GUEST_a2361628-8f6a-4e15-aeca-85a5b353e160,GUEST_09dddeb5-d1c3-49fa-bf5f-b12dd890dd8f,https://imagetarget.com/image/Target/
52677075,Dragon Ball Fighter Z - PlaySt,"After the success of the Xenoverse series, it's time to introduce a new classic 2D DRAGON BALL fighting game for this generation's consoles. DRAGON BALL FighterZ is born from what makes the DRAGON BALL series so loved and famous: endless spectacular fights with its all powerful fighters. Partnering with Arc System Works, DRAGON BALL FighterZ maximizes high end Anime graphics and brings easy to learn but difficult to master fighting gameplay to audiences worldwide.3vs3 Tag/Support",APPAREL,0,MULTI-CHANNEL,52677075284025,Sony,0,GUEST_8782cb37-c4f2-4fb6-9ff4-8cbc75d32c5a,GUEST_dd65f314-603b-4a72-ba8d-02806d8a656d,https://imagetarget.com/image/Target/
79366517,Persona 5 Royal - PlayStation ,"Become a Phantom Thief in Persona 5 Royal for PlayStation 4. The challenging turn-based combat and riveting story provide hours of fun, and new characters, mechanics and storylines expand the epic adventure.<br /><br />Experience all-new RPG style in the iconic universe of Persona.<br /><br />Take part in grand heists to infiltrate the minds of the corrupt and make them change their ways.<br /><br />Interact with new characters and confidants, plunge into story with new locations to explore, and use new grappling hook mechanics for stealthy access to new areas.<br /><br />With a new semester at Shujin Academy, you need to strengthen your abilities in the metaverse and in your daily life.<br /><br />Enjoy a unique visual style and soundtrack made by composer Shoji Meguro.<br /><br />A lot of action to do, including exploring Tokyo, unlocking new Personas, customizing your own personal Thieves Den, discovering a never-before-seen story arc, cutscenes, alternate endings and more.",APPAREL,0,MULTI-CHANNEL,79366517284025,Sony,0,GUEST_e93b4480-56ad-4f7d-8f67-20ff21f159f5,GUEST_22a23a0f-77a3-478d-ab7b-5e23548f7825,https://imagetarget.com/image/Target/
78784638,Assassin&#39;s Creed: The Rebe,"<p>With Assassin's Creed: The Rebel Collection, get two action-packed games - Assassin's Creed IV Black Flag and Assassin's Creed Rogue - plus all single-player DLC.</p>",APPAREL,0,MULTI-CHANNEL,78784638284025,Nintendo,0,GUEST_68ea711a-28d5-42d3-bebd-1eae9cf16a82,GUEST_e2a2d1d9-dc92-467f-a0fb-cfd58be9c688,https://imagetarget.com/image/Target/
76151588,Never Have I Ever Family Editi,"Who's the STRANGEST member of your family? Who has the FUNNIEST habits? Who's found themselves in the MOST awkward situations? Time to deal the cards and find out!<br /><br />Never Have I Ever Family Edition is the ultimate card game for the family that loves to laugh together… and occasionally AT each other! <br /><br />When you play Never Have I Ever Family Edition and answer our amazing questions (truthfully!), you'll learn amazing things about the people you THOUGHT you knew best!<br /><br />We know you have a crazy family, because who doesn't? What better way to enjoy a night with each other than getting REWARDED for the silliest things you've ever done?<br /><br />Inside this box are 224 cards specially curated for families, 6 custom paddles, and a spinner made for an awesome family game night. So check your shame at the door and laugh 'til it hurts! Makes a great gift. ",APPAREL,0,MULTI-CHANNEL,76151588284025,"INI, LLC",0,GUEST_37668cd8-6ae6-4f55-8c14-8f298869a6bc,GUEST_6f8a4fc8-9b3d-4a0d-a5a4-dfbfd059fc9c,https://imagetarget.com/image/Target/
